title,artist,id,spotifyURL,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,key
Magnificent,Hillsong Worship,3ZqZyTQBLCahOaZtq7CSa7,https://open.spotify.com/track/3ZqZyTQBLCahOaZtq7CSa7,0.882,0.231,275467,0.568,0.931,0.0594,-9.059,1,0.0447,86.223,4,0.566,10
Highway to Heaven,NCT 127,3WNuXdBxk8tQ2VI020dqvE,https://open.spotify.com/track/3WNuXdBxk8tQ2VI020dqvE,0.00257,0.676,200573,0.74,0.0000159,0.0782,-5.044,1,0.0494,112.839,4,0.497,6
QYURRYUS,The Voidz,6pMRk6Tr05wmZSSINOqzE3,https://open.spotify.com/track/6pMRk6Tr05wmZSSINOqzE3,0.159,0.637,172774,0.869,0.573,0.0832,-3.835,1,0.108,103.892,4,0.604,1
Honey Bun,Yuno Miles,15k4CtObydzjw1ovflO68v,https://open.spotify.com/track/15k4CtObydzjw1ovflO68v,0.013,0.811,109968,0.52,0,0.21,-8.61,1,0.272,114.992,4,0.162,1
For Life - English Version, Live,EXO,7MurCSh8PJrljVwEWcRuK0,https://open.spotify.com/track/7MurCSh8PJrljVwEWcRuK0,0.916,0.412,184839,0.207,0.00000184,0.544,-13.454,1,0.0368,75.827,3,0.278,2
Strangers,Mt. Joy,5mjYQaktjmjcMKcUIcqz4s,https://open.spotify.com/track/5mjYQaktjmjcMKcUIcqz4s,0.701,0.628,172965,0.523,0.00274,0.219,-8.307,0,0.0946,169.982,4,0.416,11
你還不知道?,Gentle Bones,1JEieh4dFgrZSz0XWPv3n3,https://open.spotify.com/track/1JEieh4dFgrZSz0XWPv3n3,0.602,0.641,191365,0.31,0,0.0865,-10.337,1,0.041,93.974,4,0.304,5
Horizon,WayV,2HfAb3qB9w3t9x5e7ZjX5T,https://open.spotify.com/track/2HfAb3qB9w3t9x5e7ZjX5T,0.17,0.605,222693,0.575,0.0000557,0.161,-6.815,0,0.0878,100.107,4,0.546,5
Mighty To Save,Hillsong UNITED,5l4kTQShA5kAOvjbGBTxBm,https://open.spotify.com/track/5l4kTQShA5kAOvjbGBTxBm,0.0192,0.486,229947,0.66,0.00000366,0.0995,-5.08,1,0.0279,155.919,4,0.348,6
Mirror,Stray Kids,4rHZZAmHpZrA3iH5zx8frV,https://open.spotify.com/track/4rHZZAmHpZrA3iH5zx8frV,0.234,0.574,484147,0.512,0,0.0946,-6.664,0,0.0503,76.899,4,0.512,5
Open Up,PREP,1MFWBrOotddU5JjYnmp1P5,https://open.spotify.com/track/1MFWBrOotddU5JjYnmp1P5,0.749,0.265,203813,0.498,0.00000112,0.0753,-5.124,0,0.0504,75.394,5,0.322,7
Life Can Wait,Larry Lovestein & The Velvet Revival,5w5DxR6VgBw45aQbf2A5L8,https://open.spotify.com/track/5w5DxR6VgBw45aQbf2A5L8,0.765,0.612,262000,0.352,0.00000333,0.0687,-12.983,1,0.0421,93.242,3,0.108,9
Prophecy of the Dragon,The Voidz,6sDP5eAl2X2VZXc6vQfRJM,https://open.spotify.com/track/6sDP5eAl2X2VZXc6vQfRJM,0.00109,0.519,293632,0.71,0.576,0.163,-7.317,0,0.0337,134.984,4,0.412,4
Lazy Boy,The Voidz,5xXkyBtG1sNIhkpCIxF0Il,https://open.spotify.com/track/5xXkyBtG1sNIhkpCIxF0Il,0.196,0.621,211000,0.847,0.00332,0.136,-4.467,1,0.0298,101.032,4,0.64,8
No Plans To Make Plans,Lime Cordiale,4BeCUz9P89lrIIHY1O8Cyu,https://open.spotify.com/track/4BeCUz9P89lrIIHY1O8Cyu,0.226,0.814,258424,0.504,0.00101,0.688,-10.216,1,0.119,90.03,4,0.708,5
Ambergris,King Gizzard & The Lizard Wizard,5sLL7hWj9qTGlO6MIUEnk4,https://open.spotify.com/track/5sLL7hWj9qTGlO6MIUEnk4,0.53,0.75,267215,0.473,0.0124,0.675,-9.975,0,0.0377,140.295,4,0.521,9
Gravity,DPR LIVE,0DhnpIeCaMp85Jyc39sUBy,https://open.spotify.com/track/0DhnpIeCaMp85Jyc39sUBy,0.0326,0.62,41493,0.892,0.971,0.348,-3.406,1,0.0431,166.124,4,0.922,5
Moonlight - Sped Upp,Xanemusic,4k2ujEGNufQeiyIHKfqKSy,https://open.spotify.com/track/4k2ujEGNufQeiyIHKfqKSy,0.439,0.643,156670,0.361,0.573,0.0875,-12.562,1,0.0516,82.208,4,0.507,5
California Wine,Quinn Devlin,02uuyfMVDPh81EirCFoyhi,https://open.spotify.com/track/02uuyfMVDPh81EirCFoyhi,0.362,0.628,187232,0.814,0.00925,0.118,-6.41,1,0.0454,125.09,4,0.731,8
Lagoon,Dora Jar,3Wss8rFTFcL5M743NZVkwH,https://open.spotify.com/track/3Wss8rFTFcL5M743NZVkwH,0.139,0.844,136000,0.633,0.055,0.0934,-8.407,1,0.192,105.013,4,0.854,4
Paul Newman Daytona Rolex,Brett Dennen,4pAjn6PcQp81T2BKOzPOtn,https://open.spotify.com/track/4pAjn6PcQp81T2BKOzPOtn,0.0158,0.645,201227,0.766,0.000164,0.151,-8.284,0,0.0872,157.963,4,0.665,0
Shook,Meghan Trainor,33ZXjLCpiINn8eQIDYEPTD,https://open.spotify.com/track/33ZXjLCpiINn8eQIDYEPTD,0.0146,0.763,325507,0.786,0.0114,0.0817,-6.472,0,0.229,93.857,4,0.504,10
你的目光 (The Way You Felt),Alec Benjamin,256L75az1oTqslbe8sXkql,https://open.spotify.com/track/256L75az1oTqslbe8sXkql,0.72,0.856,182810,0.51,0,0.099,-7.062,1,0.0507,132.021,4,0.724,0
CACTUS,LÜCY,5XEanyXMTmJwi6C3ECSc2j,https://open.spotify.com/track/5XEanyXMTmJwi6C3ECSc2j,0.0817,0.662,246513,0.478,0.000189,0.295,-12.314,1,0.0311,115.02,4,0.397,7
My Man,Jony J,1G0wK7X9GhKZEQw491GYgH,https://open.spotify.com/track/1G0wK7X9GhKZEQw491GYgH,0.0258,0.827,228000,0.727,0,0.346,-4.637,1,0.358,80.009,4,0.242,2
Good Thing,NCT 127,5aUSEPNd3m5xliFK4pn5mU,https://open.spotify.com/track/5aUSEPNd3m5xliFK4pn5mU,0.399,0.693,210901,0.564,0,0.0409,-3.857,0,0.0378,185.913,3,0.574,1
Futures,PREP,0xcaCnpCnhmFHH44MQhJ0Q,https://open.spotify.com/track/0xcaCnpCnhmFHH44MQhJ0Q,0.0000988,0.394,238427,0.945,0.00000165,0.106,-3.914,1,0.0568,168.1,4,0.405,3
Long Gone,Phum Viphurit,17Cs25j5Ui6X6W4Hk1kAyC,https://open.spotify.com/track/17Cs25j5Ui6X6W4Hk1kAyC,0.208,0.794,187007,0.459,0.00000717,0.12,-7.404,1,0.0941,149.033,4,0.266,7
Do I Look Worried,Tedeschi Trucks Band,1JFdocYRMthec2BNrkOF1b,https://open.spotify.com/track/1JFdocYRMthec2BNrkOF1b,0.404,0.432,273693,0.603,0.000619,0.243,-7.747,0,0.0312,81.16,3,0.587,11
Wish I Could,Victor Lundberg,4QcfHUpGxGGKh7VIVs3LYI,https://open.spotify.com/track/4QcfHUpGxGGKh7VIVs3LYI,0.01,0.589,206000,0.699,0,0.0925,-4.975,0,0.0388,119.926,4,0.171,2
Another Weekend,Ariel Pink,3wKRZAMaoKOj0A1LeC3C5x,https://open.spotify.com/track/3wKRZAMaoKOj0A1LeC3C5x,0.126,0.383,254520,0.513,0.000123,0.241,-5.377,0,0.0278,108.669,4,0.387,6
Where No Eagles Fly,The Voidz,25FYpwvSt61i16hs8qvoqe,https://open.spotify.com/track/25FYpwvSt61i16hs8qvoqe,0.0281,0.357,224105,0.975,0.000196,0.117,-2.419,0,0.21,155.127,4,0.438,11
SAN MARCOS,BROCKHAMPTON,1Bn8jBSmtSQdvAFXU3ok1w,https://open.spotify.com/track/1Bn8jBSmtSQdvAFXU3ok1w,0.339,0.388,286707,0.503,0,0.111,-5.628,1,0.0316,73.965,4,0.53,0
Baby Don't Leave Me Alone With My Thoughts,Lake Street Dive,6pro0cjgB0tU0V1tifYA2i,https://open.spotify.com/track/6pro0cjgB0tU0V1tifYA2i,0.396,0.673,213933,0.737,0.0000119,0.0947,-4.201,1,0.0507,99.725,4,0.586,11
Fall Into Place,Couch,7aKEKEyC00307wqmwmvRh3,https://open.spotify.com/track/7aKEKEyC00307wqmwmvRh3,0.287,0.716,267426,0.447,0.00000988,0.0921,-5.561,1,0.0405,140.06,4,0.69,8
Still Feeling You,Couch,57gzVdCA75olmjHXISIs1B,https://open.spotify.com/track/57gzVdCA75olmjHXISIs1B,0.166,0.812,191959,0.605,0.00627,0.0735,-5.337,0,0.054,113.029,4,0.872,10
Promise,Harikiri,08PdFBcXzpkn1cWNgmKqhn,https://open.spotify.com/track/08PdFBcXzpkn1cWNgmKqhn,0.935,0.263,234267,0.112,0.000085,0.0565,-16.55,1,0.0344,76.244,4,0.0903,5
14,Clinton Kane,0axBgt9y0GvMCLuRl2xBKG,https://open.spotify.com/track/0axBgt9y0GvMCLuRl2xBKG,0.0079,0.823,175954,0.572,0,0.113,-6.067,0,0.0865,141.996,4,0.568,6
Pop a Pill,gianni & kyle,6lLfpVMhkpcldW9tTY7dIN,https://open.spotify.com/track/6lLfpVMhkpcldW9tTY7dIN,0.184,0.687,180808,0.551,0,0.159,-6.299,0,0.229,162.121,4,0.558,0
Always You,ASTRO,3BVIL8xUbVh1AfeoViJ2ie,https://open.spotify.com/track/3BVIL8xUbVh1AfeoViJ2ie,0.0288,0.388,188373,0.84,0,0.0913,-4.034,1,0.0343,157.833,4,0.377,7
Tough Love,Beach Fossils,4LNN9NH60D0ASFLCMgy5hV,https://open.spotify.com/track/4LNN9NH60D0ASFLCMgy5hV,0.51,0.729,266118,0.453,0,0.0773,-10.986,1,0.144,85.038,4,0.388,8
Rocky's Late Night,Albert Hammond Jr,3AgrcbfCREzW0kGFUNJnqW,https://open.spotify.com/track/3AgrcbfCREzW0kGFUNJnqW,0.0538,0.619,256787,0.672,0.0699,0.0518,-6.429,0,0.0385,94.998,4,0.805,0
WHAT WOULD YOU DO? (feat. Pink Sweat$),HONNE,5OFnof2eKBpbjL69OZzJ89,https://open.spotify.com/track/5OFnof2eKBpbjL69OZzJ89,0.093,0.871,192467,0.513,0.00302,0.352,-8.516,0,0.101,111.976,4,0.647,7
Peach,BROODS,4w9soAM7IrmYDhSXLp14p6,https://open.spotify.com/track/4w9soAM7IrmYDhSXLp14p6,0.797,0.698,95440,0.312,0,0.1,-10.9,0,0.0483,92.138,4,0.419,10
Simon Dominic,Simon Dominic,2kbTe9JWzLAXa4MCp1FVNz,https://open.spotify.com/track/2kbTe9JWzLAXa4MCp1FVNz,0.118,0.71,223088,0.902,0,0.201,-3.964,0,0.149,90.968,4,0.814,10
Gaia,King Gizzard & The Lizard Wizard,6TpOpsgXwMvm0bSkdq27EC,https://open.spotify.com/track/6TpOpsgXwMvm0bSkdq27EC,0.000164,0.35,311340,0.946,0.332,0.318,-4.966,1,0.0578,131.827,5,0.341,7
Hong Kong,Yuno Miles,4xau6ikAWYRdPQkNGGUXl9,https://open.spotify.com/track/4xau6ikAWYRdPQkNGGUXl9,0.00188,0.768,127801,0.547,0.00000131,0.127,-9.919,1,0.0528,110.045,4,0.133,11
PayDay,Yuno Miles,4TuNxNHXZ6P0yS3fLIr9Hc,https://open.spotify.com/track/4TuNxNHXZ6P0yS3fLIr9Hc,0.0773,0.58,110054,0.405,0,0.102,-10.951,0,0.223,117.966,5,0.118,2
nostalgia,Crush,4FvqM2FKJwoUepvGe040dp,https://open.spotify.com/track/4FvqM2FKJwoUepvGe040dp,0.00205,0.54,196812,0.838,0.00000236,0.309,-4.441,0,0.133,89.624,4,0.599,4
Interior People,King Gizzard & The Lizard Wizard,3tj1cKu9SOnchX6twBKn30,https://open.spotify.com/track/3tj1cKu9SOnchX6twBKn30,0.223,0.64,315133,0.847,0.00274,0.459,-8.103,1,0.0415,156.015,3,0.481,7
NEON,DPR LIVE,0iUrxveyNUBfj0cqjYEijt,https://open.spotify.com/track/0iUrxveyNUBfj0cqjYEijt,0.0284,0.548,265263,0.996,0.92,0.595,-2.169,1,0.112,94.999,4,0.893,7
26,Lauv,1N811YTtLlW8N5ie5cPamm,https://open.spotify.com/track/1N811YTtLlW8N5ie5cPamm,0.662,0.494,235416,0.341,0.000571,0.0673,-12.501,1,0.0495,171.21,4,0.394,2
Rollin',Blessing Offor,2QVvTcv4sHT2g8eqxRCMSu,https://open.spotify.com/track/2QVvTcv4sHT2g8eqxRCMSu,0.00185,0.699,307507,0.519,0.0393,0.15,-9.228,1,0.0834,86.874,4,0.162,9
Chelsea Dagger,The Fratellis,3ItzRpwvKtkDSNdRSjXu7Z,https://open.spotify.com/track/3ItzRpwvKtkDSNdRSjXu7Z,0.0505,0.512,215173,0.817,0,0.0775,-3.154,1,0.142,154.607,4,0.552,7
feel the same,The Millennial Club,5nh5iMaYliOmgrhohSNOtJ,https://open.spotify.com/track/5nh5iMaYliOmgrhohSNOtJ,0.0402,0.726,212071,0.677,0,0.135,-7.425,1,0.23,82.517,4,0.629,1
MY TYPE,iKON,5KBARWIxeMGkvUax9VtVC9,https://open.spotify.com/track/5KBARWIxeMGkvUax9VtVC9,0.000677,0.899,126446,0.811,0,0.0672,-6.294,1,0.258,105.038,4,0.587,2
Good Evening,SHINee,0vkbXiCdOXRc74UIVCuvXv,https://open.spotify.com/track/0vkbXiCdOXRc74UIVCuvXv,0.0496,0.531,243067,0.78,0,0.363,-6.47,1,0.426,115.274,5,0.686,6
Fly,GOT7,7FXj7Qg3YorUxdrzvrcY25,https://open.spotify.com/track/7FXj7Qg3YorUxdrzvrcY25,0.549,0.591,147520,0.298,0.00000222,0.0797,-12.269,0,0.06,119.954,4,0.372,4
Teenager,GOT7,7j31rVgGX9Q2blT92VBEA0,https://open.spotify.com/track/7j31rVgGX9Q2blT92VBEA0,0.0506,0.463,161920,0.857,0,0.184,-3.063,1,0.0632,111.647,4,0.856,4
The Dripping Tap,King Gizzard & The Lizard Wizard,0o6rOggbaLEvtwUHNztuD2,https://open.spotify.com/track/0o6rOggbaLEvtwUHNztuD2,0.000505,0.188,1097013,0.942,0.62,0.39,-4.706,1,0.191,179.248,4,0.231,2
Future Me Hates Me,The Beths,6CWDUTWFZW9P9wNkGqg0U5,https://open.spotify.com/track/6CWDUTWFZW9P9wNkGqg0U5,0.0000199,0.476,245813,0.773,0.00167,0.123,-6.999,1,0.0308,137.09,4,0.589,4
I Follow You,Melody's Echo Chamber,6rv4gfOtrlYFrcu03gZkUW,https://open.spotify.com/track/6rv4gfOtrlYFrcu03gZkUW,0.02,0.222,214400,0.801,0.319,0.114,-4.892,0,0.0394,200.76,4,0.685,9
Born To Praise,Planetshakers,1gnZdWSuXQz8qUJ65zX2fN,https://open.spotify.com/track/1gnZdWSuXQz8qUJ65zX2fN,0.0421,0.681,218198,0.843,0,0.791,-6.213,1,0.0423,104.983,4,0.612,5
Grow,Samm Henshaw,3iuh5xyutKj3TkMjACNLMo,https://open.spotify.com/track/3iuh5xyutKj3TkMjACNLMo,0.377,0.348,195827,0.516,0,0.0781,-5.847,1,0.0301,112.814,4,0.134,1
Good Night,Lil Ghost小鬼,3bhyo2ED5Yd4RLydQBDtD6,https://open.spotify.com/track/3bhyo2ED5Yd4RLydQBDtD6,0.177,0.696,185973,0.526,0,0.192,-10.504,0,0.171,88.931,4,0.703,11
Wishing We Were More Than Friends,push baby,3b0aSCJTi6UcnEXcIWX6Vp,https://open.spotify.com/track/3b0aSCJTi6UcnEXcIWX6Vp,0.179,0.653,177391,0.819,0,0.0656,-4.252,1,0.0278,115.054,4,0.596,8
Elvis Song,Maisie Peters,6MWH5jDoS1wpMPz8CwuC3N,https://open.spotify.com/track/6MWH5jDoS1wpMPz8CwuC3N,0.353,0.575,190013,0.691,0,0.107,-5.117,1,0.0468,91.908,4,0.48,5
Nothing Is Impossible,Planetshakers,5uj2wWw0gnNqkVqGNWbGrf,https://open.spotify.com/track/5uj2wWw0gnNqkVqGNWbGrf,0.0187,0.51,244333,0.937,0,0.681,-4.979,1,0.0821,141.975,4,0.539,0
NOW,Olivia O'Brien,5mN0UUIKMVtnfsW8lhwzqY,https://open.spotify.com/track/5mN0UUIKMVtnfsW8lhwzqY,0.164,0.503,246000,0.728,0,0.0827,-8.409,1,0.136,155.882,4,0.937,5
My Mind Is a Maze,Alann8h,2P4qoMmSqElFcI7GYaPLwf,https://open.spotify.com/track/2P4qoMmSqElFcI7GYaPLwf,0.671,0.85,146678,0.223,0.0000323,0.0914,-11.46,1,0.0705,95.008,4,0.468,1
Look,GOT7,1P17dC1amhFzptugyAO7Il,https://open.spotify.com/track/1P17dC1amhFzptugyAO7Il,0.204,0.766,211853,0.709,0.0000141,0.126,-6.471,0,0.123,128.07,4,0.506,9
Insomnia,Stray Kids,6YUUQapDEqBF1yP3iHlsut,https://open.spotify.com/track/6YUUQapDEqBF1yP3iHlsut,0.00595,0.62,207307,0.884,0.0000011,0.201,-4.127,1,0.0441,125.39,4,0.594,1
The Widow,The Mars Volta,5meJWQuHyHDsOjWF8AtSDe,https://open.spotify.com/track/5meJWQuHyHDsOjWF8AtSDe,0.628,0.236,350880,0.658,0.00927,0.276,-6.059,0,0.0349,106.222,3,0.106,9
Expert In A Dying Field,The Beths,1bPcxJHusTrlr2Kj4kjK7e,https://open.spotify.com/track/1bPcxJHusTrlr2Kj4kjK7e,0.105,0.463,251213,0.418,0.000257,0.0986,-10.144,1,0.0325,137.424,4,0.383,1
If I Believe You,The 1975,2J3ajGI1sVj9wnqThJHwPS,https://open.spotify.com/track/2J3ajGI1sVj9wnqThJHwPS,0.737,0.703,380320,0.308,0.00618,0.102,-7.742,1,0.0355,130.084,3,0.346,10
Wait,EXO,0y60itmpH0aPKsFiGxmtnh,https://open.spotify.com/track/0y60itmpH0aPKsFiGxmtnh,0.0371,0.764,196520,0.705,0.0000194,0.0943,-5.279,0,0.0278,101.003,4,0.672,3
Tomorrow, Today,JJ Project,6GKHrYccvceiS3AFZtfFxm,https://open.spotify.com/track/6GKHrYccvceiS3AFZtfFxm,0.0162,0.6,235069,0.676,0,0.123,-3.761,1,0.0418,110.048,4,0.578,1
As You Find Me - Live,Hillsong UNITED,3D5FsQuf6UBdr6uDwGivXQ,https://open.spotify.com/track/3D5FsQuf6UBdr6uDwGivXQ,0.0166,0.418,522133,0.432,0.00000134,0.0664,-9.203,1,0.0324,132.01,4,0.0872,2
LAX,Vulfpeck,0NRWHm6rHW2OIdGW75Yu2a,https://open.spotify.com/track/0NRWHm6rHW2OIdGW75Yu2a,0.0585,0.89,215040,0.472,0,0.136,-8.05,1,0.18,96.046,4,0.491,8
Easy to Love,Couch,79Bx25kpATeE2yUnwCRzkt,https://open.spotify.com/track/79Bx25kpATeE2yUnwCRzkt,0.206,0.685,194899,0.486,0,0.109,-8.601,1,0.0393,148.972,3,0.323,0
Follow Me Like the Moon,Sammy Rae & The Friends,1lExr2fRER9uMrpIBqArSO,https://open.spotify.com/track/1lExr2fRER9uMrpIBqArSO,0.146,0.629,261903,0.853,0.0000678,0.176,-5.043,0,0.0729,108.119,4,0.679,11
I Wish I Was There,瘦子E.SO,5Q0MDSwKetkF59bZI6dMvY,https://open.spotify.com/track/5Q0MDSwKetkF59bZI6dMvY,0.687,0.815,146250,0.633,0,0.151,-6.438,1,0.0544,95.969,4,0.82,3
巴黎的十二點,OHMYMEITING,4dVlQJVxsUNEL4lTSSwAJB,https://open.spotify.com/track/4dVlQJVxsUNEL4lTSSwAJB,0.447,0.665,221443,0.738,0,0.102,-5.556,1,0.0345,96.966,4,0.214,1
Crush On You (feat. step.jad),Masiwei,7Et5YO6MFDDC5XEcwr0nmF,https://open.spotify.com/track/7Et5YO6MFDDC5XEcwr0nmF,0.642,0.832,229064,0.662,0,0.107,-5.052,1,0.0736,96.029,4,0.687,1
Yellow Hearts (feat. Audrey Mika),Ant Saunders,3oVGjguICRU4UVS1ZPwH2D,https://open.spotify.com/track/3oVGjguICRU4UVS1ZPwH2D,0.464,0.816,180672,0.401,0,0.0657,-8.041,1,0.22,129.041,4,0.678,7
Candy Wine,Lostboycrow,7ukG9eYpfJjLMaoAMKJsbn,https://open.spotify.com/track/7ukG9eYpfJjLMaoAMKJsbn,0.119,0.747,183000,0.809,0.00000364,0.14,-4.764,1,0.0407,121.995,4,0.92,1
NOW,Olivia O'Brien,5mN0UUIKMVtnfsW8lhwzqY,https://open.spotify.com/track/5mN0UUIKMVtnfsW8lhwzqY,0.164,0.503,246000,0.728,0,0.0827,-8.409,1,0.136,155.882,4,0.937,5
My Mind Is a Maze,Alann8h,2P4qoMmSqElFcI7GYaPLwf,https://open.spotify.com/track/2P4qoMmSqElFcI7GYaPLwf,0.671,0.85,146678,0.223,0.0000323,0.0914,-11.46,1,0.0705,95.008,4,0.468,1
Look,GOT7,1P17dC1amhFzptugyAO7Il,https://open.spotify.com/track/1P17dC1amhFzptugyAO7Il,0.204,0.766,211853,0.709,0.0000141,0.126,-6.471,0,0.123,128.07,4,0.506,9
Insomnia,Stray Kids,6YUUQapDEqBF1yP3iHlsut,https://open.spotify.com/track/6YUUQapDEqBF1yP3iHlsut,0.00595,0.62,207307,0.884,0.0000011,0.201,-4.127,1,0.0441,125.39,4,0.594,1
The Widow,The Mars Volta,5meJWQuHyHDsOjWF8AtSDe,https://open.spotify.com/track/5meJWQuHyHDsOjWF8AtSDe,0.628,0.236,350880,0.658,0.00927,0.276,-6.059,0,0.0349,106.222,3,0.106,9
Expert In A Dying Field,The Beths,1bPcxJHusTrlr2Kj4kjK7e,https://open.spotify.com/track/1bPcxJHusTrlr2Kj4kjK7e,0.105,0.463,251213,0.418,0.000257,0.0986,-10.144,1,0.0325,137.424,4,0.383,1
If I Believe You,The 1975,2J3ajGI1sVj9wnqThJHwPS,https://open.spotify.com/track/2J3ajGI1sVj9wnqThJHwPS,0.737,0.703,380320,0.308,0.00618,0.102,-7.742,1,0.0355,130.084,3,0.346,10
Wait,EXO,0y60itmpH0aPKsFiGxmtnh,https://open.spotify.com/track/0y60itmpH0aPKsFiGxmtnh,0.0371,0.764,196520,0.705,0.0000194,0.0943,-5.279,0,0.0278,101.003,4,0.672,3
Tomorrow, Today,JJ Project,6GKHrYccvceiS3AFZtfFxm,https://open.spotify.com/track/6GKHrYccvceiS3AFZtfFxm,0.0162,0.6,235069,0.676,0,0.123,-3.761,1,0.0418,110.048,4,0.578,1
As You Find Me - Live,Hillsong UNITED,3D5FsQuf6UBdr6uDwGivXQ,https://open.spotify.com/track/3D5FsQuf6UBdr6uDwGivXQ,0.0166,0.418,522133,0.432,0.00000134,0.0664,-9.203,1,0.0324,132.01,4,0.0872,2
LAX,Vulfpeck,0NRWHm6rHW2OIdGW75Yu2a,https://open.spotify.com/track/0NRWHm6rHW2OIdGW75Yu2a,0.0585,0.89,215040,0.472,0,0.136,-8.05,1,0.18,96.046,4,0.491,8
Easy to Love,Couch,79Bx25kpATeE2yUnwCRzkt,https://open.spotify.com/track/79Bx25kpATeE2yUnwCRzkt,0.206,0.685,194899,0.486,0,0.109,-8.601,1,0.0393,148.972,3,0.323,0
Follow Me Like the Moon,Sammy Rae & The Friends,1lExr2fRER9uMrpIBqArSO,https://open.spotify.com/track/1lExr2fRER9uMrpIBqArSO,0.146,0.629,261903,0.853,0.0000678,0.176,-5.043,0,0.0729,108.119,4,0.679,11
I Wish I Was There,瘦子E.SO,5Q0MDSwKetkF59bZI6dMvY,https://open.spotify.com/track/5Q0MDSwKetkF59bZI6dMvY,0.687,0.815,146250,0.633,0,0.151,-6.438,1,0.0544,95.969,4,0.82,3
巴黎的十二點,OHMYMEITING,4dVlQJVxsUNEL4lTSSwAJB,https://open.spotify.com/track/4dVlQJVxsUNEL4lTSSwAJB,0.447,0.665,221443,0.738,0,0.102,-5.556,1,0.0345,96.966,4,0.214,1
Crush On You (feat. step.jad),Masiwei,7Et5YO6MFDDC5XEcwr0nmF,https://open.spotify.com/track/7Et5YO6MFDDC5XEcwr0nmF,0.642,0.832,229064,0.662,0,0.107,-5.052,1,0.0736,96.029,4,0.687,1
Yellow Hearts (feat. Audrey Mika),Ant Saunders,3oVGjguICRU4UVS1ZPwH2D,https://open.spotify.com/track/3oVGjguICRU4UVS1ZPwH2D,0.464,0.816,180672,0.401,0,0.0657,-8.041,1,0.22,129.041,4,0.678,7
Candy Wine,Lostboycrow,7ukG9eYpfJjLMaoAMKJsbn,https://open.spotify.com/track/7ukG9eYpfJjLMaoAMKJsbn,0.119,0.747,183000,0.809,0.00000364,0.14,-4.764,1,0.0407,121.995,4,0.92,1
Wonderful Life - edit,Two Door Cinema Club,3CrDdihSYMmQxSRUuLsPdY,https://open.spotify.com/track/3CrDdihSYMmQxSRUuLsPdY,0.0117,0.57,185944,0.865,0,0.182,-2.291,1,0.048,159.966,4,0.752,5
Long Distance Call,Phoenix,7dGubYmPavaI9YNansq9TW,https://open.spotify.com/track/7dGubYmPavaI9YNansq9TW,0.0202,0.752,186160,0.496,0.0000133,0.0729,-5.498,1,0.0446,104.949,4,0.677,0
Truth Interlude,Mndsgn,4aOQWeQfPBANVYnlsCf44p,https://open.spotify.com/track/4aOQWeQfPBANVYnlsCf44p,0.0566,0.642,68102,0.747,0.00154,0.563,-6.239,1,0.0689,77.921,4,0.852,8
Hurts Just Right,The Ivy,4rw2XDiod4ityQuRMF5Cvf,https://open.spotify.com/track/4rw2XDiod4ityQuRMF5Cvf,0.000183,0.606,172922,0.781,0.0451,0.152,-5.763,1,0.0321,119.004,4,0.941,6
Inertiatic Esp,The Mars Volta,16Elz7HJPLZPMylp13ewxv,https://open.spotify.com/track/16Elz7HJPLZPMylp13ewxv,0.00419,0.22,263773,0.83,0.0000306,0.654,-3.584,0,0.0801,169.765,3,0.457,6
Fever,Inner Wave,0UzymivvUH5s8z4PeWZJaK,https://open.spotify.com/track/0UzymivvUH5s8z4PeWZJaK,0.0642,0.6,172107,0.713,0,0.142,-5.079,0,0.0592,72.999,4,0.471,6
Disco Ulysses (Instrumental),Vulfpeck,608uL3XBV8f2MHKNgm32Y3,https://open.spotify.com/track/608uL3XBV8f2MHKNgm32Y3,0.0422,0.74,231085,0.707,0.888,0.0909,-10.464,0,0.0539,133.715,4,0.969,8
Color Drive,DPR CREAM,2CbkBIUKBxPFY38a7dCLcc,https://open.spotify.com/track/2CbkBIUKBxPFY38a7dCLcc,0.125,0.847,160933,0.644,0.0000597,0.208,-6.129,0,0.0349,109.991,4,0.636,2
Let Me Get To Know You,Hajaj,1QudNKU0D6MxhlakgIul9Z,https://open.spotify.com/track/1QudNKU0D6MxhlakgIul9Z,0.671,0.771,206754,0.369,0.0000578,0.11,-13.027,1,0.06,85.978,4,0.704,10
Baby I'll Wait,Michael Bublé,7zqznhNk8DZbwo8fWIF82V,https://open.spotify.com/track/7zqznhNk8DZbwo8fWIF82V,0.0301,0.506,143386,0.612,0,0.116,-6.297,1,0.0607,139.931,3,0.527,11
海浪,deca joins,5EpLeWSwqOG0mZW0R4WdKQ,https://open.spotify.com/track/5EpLeWSwqOG0mZW0R4WdKQ,0.0297,0.44,322333,0.444,0.218,0.123,-11.134,1,0.0315,115.01,4,0.427,2
阿司匹林,王以太,1vOGqpvn38FcD0IvTs28R0,https://open.spotify.com/track/1vOGqpvn38FcD0IvTs28R0,0.411,0.802,202059,0.689,0,0.153,-6.135,1,0.154,135.981,4,0.31,0
nevermind,Valley,63SevszngYpZOwf63o61K4,https://open.spotify.com/track/63SevszngYpZOwf63o61K4,0.159,0.6,156600,0.688,0.0000129,0.409,-8.339,0,0.201,99.977,4,0.0793,5
